date,region,product,unit_price,units_sold,revenue
2024-09-15,North,Product A,24.78,33,817.64
2024-11-24,South,Product A,22.09,9,198.82
2023-09-03,East,Product A,27.83,14,389.66
2024-01-11,East,Product E,45.21,36,1627.65
2024-06-24,North,Product B,17.74,49,869.39
2024-10-20,South,Product C,39.28,9,353.56
2024-08-20,South,Product A,28.49,5,142.44
2024-11-04,West,Product C,38.64,45,1738.86
2024-12-17,South,Product A,25.18,21,528.77
2023-07-10,South,Product B,15.21,37,562.87
2023-07-01,South,Product C,32.93,10,329.34
2023-07-05,North,Product C,40.29,29,1168.39
2024-08-14,West,Product D,21.52,20,430.33
2024-08-17,West,Product C,38.2,35,1336.91
2023-03-29,West,Product B,8.16,37,301.79
2024-09-01,North,Product D,22.4,38,851.27
2023-05-07,South,Product D,15.69,41,643.34
2024-12-12,East,Product E,57.52,47,2703.67
2023-03-07,East,Product A,24.21,2,48.43
2023-11-30,South,Product E,54.04,34,1837.53
2024-10-25,South,Product A,23.26,9,209.33
2023-10-10,West,Product D,20.81,2,41.62
2023-05-12,East,Product B,16.26,5,81.32
2024-07-15,East,Product B,14.2,26,369.09
2024-12-11,South,Product A,22.12,28,619.48
2023-02-28,East,Product C,35.84,1,35.84
2024-07-11,West,Product D,20.44,40,817.5
2024-01-12,South,Product C,32.88,10,328.81
2023-08-17,East,Product A,32.8,39,1279.21
2024-04-12,West,Product D,23.96,16,383.41
2024-03-30,North,Product C,37.23,3,111.7
2024-09-23,East,Product E,45.46,7,318.21
2024-08-18,East,Product E,51.22,32,1639.08
2024-06-12,West,Product B,14.64,27,395.2
2024-08-02,East,Product C,35.59,1,35.59
2023-10-13,East,Product E,39.68,49,1944.12
2023-11-06,West,Product E,46.76,5,233.78
2023-03-30,West,Product A,21.9,45,985.53
2023-07-06,West,Product A,29.61,41,1214.19
2024-10-19,North,Product B,13.12,39,511.63
2024-08-03,South,Product B,13.74,12,164.93
2023-10-10,North,Product A,21.64,44,952.17
2023-02-18,West,Product B,11.45,42,480.75
2023-05-07,West,Product D,23.16,21,486.3
2024-04-21,North,Product B,14.62,18,263.14
2023-02-16,West,Product C,34.82,26,905.42
2024-09-23,West,Product A,29.43,7,206.03
2024-05-02,East,Product A,25.67,44,1129.27
2023-12-07,East,Product A,28.29,30,848.67
2024-09-06,South,Product D,18.45,12,221.38
2024-03-10,West,Product E,47.68,7,333.79
2024-07-14,South,Product D,20.86,36,750.83
2023-08-22,West,Product E,38.82,1,38.82
2023-12-15,South,Product C,33.08,41,1356.37
2023-09-24,East,Product E,59.26,50,2962.86
2023-01-27,North,Product E,48.42,36,1742.98
2023-10-10,East,Product E,44.76,12,537.14
2023-12-31,North,Product B,13.87,10,138.74
2023-01-12,North,Product C,29.56,7,206.94
2023-04-07,South,Product B,11.94,19,226.84
2023-02-19,East,Product B,12.38,10,123.8
2024-11-01,East,Product B,20.29,48,973.84
2023-01-30,North,Product C,34.51,3,103.52
2023-04-13,South,Product D,21.56,46,991.54
2024-12-31,East,Product A,25.78,6,154.66
2023-02-14,North,Product B,12.35,23,284.02
2024-01-28,East,Product A,27.8,7,194.57
2024-01-05,North,Product A,25.63,7,179.39
2024-09-13,West,Product E,52.77,9,474.89
2023-12-28,East,Product B,18.26,43,785.24
2024-06-15,South,Product A,25.3,7,177.1
2024-10-20,South,Product B,12.63,6,75.76
2023-05-17,South,Product D,20.07,18,361.32
2023-11-20,South,Product C,31.06,3,93.17
2023-06-28,South,Product B,14.63,2,29.26
2024-06-16,East,Product D,18.86,31,584.71
2024-01-19,South,Product B,15.29,20,305.89
2024-03-25,West,Product C,40.47,29,1173.56
2023-11-18,West,Product C,47.81,9,430.33
2023-12-17,East,Product A,35.59,17,605.11
2024-12-19,West,Product B,18.93,48,908.66
2023-12-07,South,Product D,19.98,12,239.77
2023-02-17,East,Product D,16.9,46,777.3
2024-08-02,North,Product E,44.06,34,1497.89
2023-01-28,North,Product D,16.27,4,65.06
2024-09-15,West,Product D,19.38,24,465.16
2024-10-05,East,Product B,16.67,19,316.66
2024-03-20,West,Product B,16.41,32,525.26
2024-04-06,North,Product B,12.75,35,446.25
2024-10-28,South,Product C,28.35,45,1275.53
2023-10-20,South,Product C,37.36,17,635.14
2023-11-27,North,Product D,22.9,15,343.54
2023-05-13,West,Product A,15.12,11,166.37
2023-04-26,North,Product A,25.73,36,926.33
2023-12-23,East,Product A,27.01,2,54.01
2023-02-01,East,Product C,34.47,40,1378.9
2024-05-18,West,Product E,37.44,26,973.53
2024-08-01,North,Product A,22.34,25,558.4
2023-11-27,North,Product A,24.31,38,923.6
2023-10-10,South,Product D,15.97,22,351.23
2024-09-02,South,Product E,35.85,15,537.79
2023-01-23,West,Product E,41.97,50,2098.58
2023-05-20,South,Product A,22.53,8,180.28
2024-11-17,North,Product E,49.16,41,2015.57
2023-09-18,West,Product C,33.7,40,1348.16
2024-05-15,East,Product E,51.88,9,466.92
2024-05-13,North,Product D,23.33,2,46.66
2024-06-16,East,Product D,7.7,46,353.99
2024-11-13,West,Product C,35.28,39,1376.02
2023-09-21,North,Product A,17.54,6,105.25
2024-08-21,North,Product A,26.8,44,1179.07
2023-09-25,West,Product E,43.28,13,562.6
2024-07-09,North,Product D,18.48,6,110.85
2024-08-10,South,Product C,67.34,18,1212.11
2023-07-01,North,Product C,35.17,36,1266.2
2024-04-07,South,Product C,36.04,8,288.31
2023-12-26,East,Product E,66.94,16,1071.08
2024-01-19,North,Product D,21.45,27,579.02
2023-12-02,West,Product E,47.26,50,2362.91
2023-02-17,East,Product C,35.18,8,281.48
2023-06-22,East,Product D,22.14,29,641.96
2024-05-04,North,Product A,21.34,39,832.15
2024-08-19,East,Product A,32.18,32,1029.77
2023-12-16,East,Product C,47.4,32,1516.93
2024-12-23,East,Product B,20.0,10,200.0
2024-06-07,West,Product B,13.21,16,211.32
2024-11-17,North,Product E,42.69,8,341.56
2023-12-07,East,Product A,35.97,22,791.36
2024-09-10,North,Product E,53.59,32,1715.02
2023-10-29,West,Product D,18.57,18,334.24
2023-05-20,North,Product A,29.04,10,290.39
2023-08-29,West,Product E,50.01,46,2300.68
2023-10-30,East,Product C,34.25,36,1232.98
2024-06-13,North,Product B,15.73,48,754.88
2023-06-26,South,Product E,44.5,47,2091.45
2024-12-31,East,Product A,37.93,29,1099.86
2024-10-15,North,Product C,38.09,42,1599.76
2024-11-07,East,Product C,49.42,26,1284.97
2023-10-19,East,Product E,53.85,26,1400.13
2024-03-08,South,Product E,37.35,20,747.09
2024-05-07,South,Product C,27.09,14,379.29
2023-07-28,South,Product D,20.32,45,914.55
2023-07-08,South,Product E,35.6,29,1032.34
2023-05-31,West,Product C,35.88,49,1758.12
2023-09-18,South,Product B,15.13,41,620.43
2024-09-12,South,Product E,42.36,7,296.5
2024-07-29,East,Product A,27.49,17,467.31
2024-02-12,North,Product D,20.68,47,971.91
2024-12-20,East,Product D,21.55,46,991.49
2023-06-13,North,Product C,33.87,29,982.1
2023-02-18,South,Product C,28.24,38,1073.04
2023-12-11,North,Product C,35.41,9,318.7
2023-07-24,West,Product A,52.25,40,2089.83
2024-10-03,South,Product A,25.35,16,405.57
2023-07-31,South,Product C,28.59,3,85.76
2024-11-29,North,Product B,15.96,46,734.31
2023-02-15,West,Product E,39.39,13,512.13
2023-05-16,South,Product E,38.23,46,1758.48
2023-11-06,West,Product C,44.17,34,1501.8
2024-05-01,West,Product C,28.46,40,1138.48
2023-12-24,South,Product C,40.79,3,122.37
2024-06-25,West,Product E,44.11,10,441.09
2023-06-27,West,Product C,82.62,20,1652.31
2023-07-12,South,Product D,19.0,3,57.01
2023-11-23,East,Product E,59.83,22,1316.18
2023-03-15,West,Product A,23.13,45,1040.96
2023-07-29,South,Product C,31.16,50,1558.0
2023-11-14,North,Product B,20.41,36,734.87
2024-02-20,West,Product A,18.33,1,18.33
2024-03-14,East,Product A,24.66,44,1084.94
2024-07-20,West,Product A,60.7,8,485.61
2024-12-20,South,Product C,32.57,28,911.99
2024-02-12,South,Product C,27.03,29,783.97
2023-06-05,North,Product D,19.88,22,437.44
2024-09-22,North,Product D,17.48,8,139.83
2024-01-10,North,Product E,38.53,23,886.15
2024-09-18,West,Product E,48.08,7,336.55
2024-03-02,East,Product D,23.26,9,209.36
2023-03-26,North,Product A,22.02,33,726.77
2024-08-27,South,Product E,37.37,23,859.45
2024-07-22,East,Product D,43.74,23,1005.94
2024-10-21,North,Product C,41.94,41,1719.63
2023-04-12,East,Product D,20.34,40,813.6
2024-12-22,West,Product C,41.6,30,1247.86
2023-05-27,South,Product B,14.2,6,85.2
2024-07-16,West,Product B,13.43,45,604.55
2024-11-04,South,Product A,32.18,32,1029.68
2024-03-17,South,Product C,28.02,34,952.78
2024-12-25,East,Product B,18.36,30,550.87
2024-06-10,East,Product B,19.21,38,730.03
2024-02-13,West,Product A,74.65,8,597.17
2024-12-10,North,Product B,14.89,20,297.87
2023-03-23,North,Product A,23.51,19,446.69
2023-12-10,West,Product D,25.78,5,128.9
2023-05-16,East,Product B,16.91,23,388.94
2024-11-28,North,Product A,25.15,28,704.1
2023-09-15,South,Product A,27.39,34,931.2
2023-07-02,East,Product D,21.65,9,194.89
2023-06-18,West,Product A,25.73,43,1106.54
2024-07-20,East,Product E,45.67,35,1598.49
